名字,导演,主演,年份,时长,国家,类型,评分,评论人数,五星,四星,三星,二星,一星
天下无贼,冯小刚,刘德华,2004,113,中国大陆 / 香港,剧情 / 动作 / 犯罪,7.7,233267,18.4,50.6,28.7,2.1,0.3
怪兽电力公司,彼特·道格特 / 大卫·斯沃曼 / 李·昂克里奇,约翰·古德曼,2001,92,美国,喜剧 / 动画 / 儿童 / 奇幻,8.6,248221,42.6,44.5,12.3,0.5,0.1
芳华,冯小刚,黄轩,2017,136,中国大陆,剧情 / 历史 / 战争,7.8,299575,24.4,46.8,24.5,3.4,0.9
幸福终点站,史蒂文·斯皮尔伯格,汤姆·汉克斯,2005,128,美国,剧情 / 喜剧 / 爱情,8.6,231478,44.9,43.0,11.3,0.7,0.1
第六感,M·奈特·沙马兰,布鲁斯·威利斯,1999,107,美国,剧情 / 悬疑 / 惊悚,8.8,244725,50.1,40.0,9.2,0.5,0.1
鬼子来了,姜文,姜文,2000,139,中国大陆,剧情 / 战争,9.2,248839,66.4,27.1,5.9,0.5,0.2
穆赫兰道,大卫·林奇,娜奥米·沃茨,2001,147,法国 / 美国,剧情 / 悬疑 / 惊悚,8.3,236396,41.9,38.2,15.7,2.7,1.5
速度与激情7,温子仁,范·迪塞尔,2015,137,美国 / 中国大陆 / 日本,动作 / 惊悚 / 犯罪,8.3,265593,38.8,40.0,18.0,2.3,0.8
惊天魔盗团,路易斯·莱特里尔,杰西·艾森伯格,2013,115,美国 / 法国,悬疑 / 犯罪 / 奇幻,7.5,260819,17.3,46.4,31.6,4.0,0.7
假如爱有天意,郭在容,孙艺珍,2003,127,韩国,剧情 / 爱情,8.2,231262,35.8,41.8,19.9,2.0,0.5
非诚勿扰2,冯小刚,葛优,2010,120,中国大陆,喜剧 / 爱情,6.5,231929,7.6,27.9,49.1,12.6,2.8
猩球崛起,鲁伯特·瓦耶特,詹姆斯·弗兰科,2011,105,美国,剧情 / 动作 / 科幻,8.0,248610,24.3,53.2,20.8,1.4,0.2
七月与安生,曾国祥,周冬雨,2016,109,中国大陆 / 香港,剧情 / 爱情,7.6,276018,18.9,48.2,27.9,3.8,1.1
天才枪手,纳塔吾·彭皮里亚,茱蒂蒙·琼查容苏因,2017,130,泰国,剧情 / 悬疑 / 犯罪,8.2,283112,28.5,53.0,17.0,1.2,0.3
亲爱的,陈可辛,赵薇,2014,130,中国大陆 / 香港,剧情 / 家庭,8.3,261878,35.8,47.2,15.6,1.1,0.3
捉妖记,许诚毅,白百何,2015,118,中国大陆 / 香港,喜剧 / 奇幻 / 古装,6.8,267224,11.5,33.3,40.8,10.1,4.2
环太平洋,吉尔莫·德尔·托罗,查理·汉纳姆,2013,131,美国,动作 / 科幻 / 冒险,7.6,259576,22.1,42.2,29.9,4.6,1.2
X战警：逆转未来,布莱恩·辛格,休·杰克曼,2014,131,美国 / 英国,动作 / 科幻 / 冒险,8.2,257701,31.7,47.6,18.9,1.5,0.3
神奇动物在哪里,大卫·叶茨,埃迪·雷德梅恩,2016,133,英国 / 美国,剧情 / 奇幻 / 冒险,7.8,273753,24.9,44.2,27.0,3.3,0.6
心花路放,宁浩,黄渤,2014,118,中国大陆,喜剧 / 爱情,7.0,257492,12.3,37.2,40.3,8.2,2.0
青蛇,徐克,张曼玉,1993,99,香港,剧情 / 奇幻 / 古装,8.4,223991,39.2,44.1,15.6,1.1,0.2
窃听风暴,弗洛里安·亨克尔·冯·多纳斯马尔克,乌尔里希·穆埃,2006,137,德国,剧情 / 悬疑,9.1,239361,63.3,30.1,5.9,0.4,0.1
模仿游戏,莫滕·泰杜姆,本尼迪克特·康伯巴奇,2015,114,英国 / 美国,剧情 / 同性 / 传记 / 战争,8.5,257260,41.8,44.7,12.6,0.8,0.1
玛丽和马克思,亚当·艾略特,托妮·科莱特,2009,92,澳大利亚,剧情 / 动画,8.9,239739,56.2,34.0,8.9,0.8,0.2
地心引力,阿方索·卡隆,桑德拉·布洛克,2013,91,美国 / 英国,科幻 / 惊悚 / 灾难,7.8,252076,26.8,44.1,24.1,3.6,1.4
变脸,吴宇森,约翰·特拉沃尔塔,1997,138,美国,动作 / 科幻 / 惊悚 / 犯罪,8.4,216297,36.0,48.1,15.0,0.8,0.1
猫鼠游戏,史蒂文·斯皮尔伯格,莱昂纳多·迪卡普里奥,2002,141,美国 / 加拿大,剧情 / 传记 / 犯罪,8.7,237030,46.8,43.3,9.3,0.5,0.1
超体,吕克·贝松,斯嘉丽·约翰逊,2014,89,法国,动作 / 科幻,7.1,250679,15.2,34.9,39.4,8.7,1.9
单身男女,杜琪峰,古天乐,2011,115,香港,喜剧 / 爱情,6.8,222375,9.0,34.5,45.1,9.3,2.2
小时代,郭敬明,杨幂,2013,116,中国大陆 / 台湾,剧情 / 喜剧 / 爱情,4.7,250764,5.0,9.3,30.3,25.2,30.2
雨人,巴瑞·莱文森,达斯汀·霍夫曼,1988,133,美国,剧情,8.6,215105,43.2,45.8,10.5,0.5,0.1
爱在黎明破晓前,理查德·林克莱特,伊桑·霍克,1995,101,美国 / 奥地利 / 瑞士,剧情 / 爱情,8.7,229480,51.1,35.9,11.4,1.2,0.3
银河护卫队,詹姆斯·古恩,克里斯·普拉特,2014,121,美国 / 英国,动作 / 科幻 / 冒险,8.0,252364,27.7,46.6,22.6,2.5,0.6
爱在暹罗,楚克·萨克瑞科,维特维斯特·海伦亚沃恩酷,2007,150,泰国,剧情 / 爱情 / 同性,8.3,217848,37.3,40.9,19.6,1.8,0.4
第九区,尼尔·布洛姆坎普,沙尔托·科普雷,2009,112,美国 / 新西兰 / 加拿大 / 南非,剧情 / 动作 / 科幻 / 惊悚,8.2,229782,34.2,44.1,18.7,2.4,0.7
变形金刚2,迈克尔·贝,希亚·拉博夫,2009,150,美国,动作 / 科幻,7.6,224614,19.8,45.9,29.8,3.8,0.8
唐人街探案,陈思诚,王宝强,2015,135,中国大陆,喜剧 / 动作 / 悬疑,7.4,258068,16.7,46.3,30.4,5.0,1.6
明日边缘,道格·里曼,汤姆·克鲁斯,2014,114,美国 / 加拿大,动作 / 科幻,8.0,248021,26.7,50.7,20.6,1.7,0.3
僵尸新娘,蒂姆·波顿 / 迈克·约翰逊,约翰尼·德普,2005,77,美国 / 英国,剧情 / 动画 / 奇幻,8.1,216681,30.0,48.9,19.8,1.2,0.1
烈日灼心,曹保平,邓超,2015,139,中国大陆,剧情 / 悬疑 / 犯罪,7.9,254369,22.8,52.4,22.0,2.3,0.5
钢铁侠,乔恩·费儒,小罗伯特·唐尼,2008,126,美国,动作 / 科幻 / 惊悚 / 冒险,7.8,225467,21.4,51.5,25.1,1.7,0.3
奇异博士,斯科特·德瑞克森,本尼迪克特·康伯巴奇,2016,115,美国,动作 / 奇幻 / 冒险,7.6,258655,19.2,47.1,29.9,3.3,0.5
借东西的小人阿莉埃蒂,米林宏昌,志田未来,2010,94,日本,动画 / 奇幻 / 冒险,8.7,224032,46.5,41.6,11.2,0.5,0.1
后天,罗兰·艾默里奇,丹尼斯·奎德,2004,124,美国,动作 / 科幻 / 冒险 / 灾难,8.0,215664,25.6,51.5,21.4,1.3,0.2
宝贝计划,陈木胜,成龙,2006,125,香港 / 中国大陆,剧情 / 喜剧 / 动作,7.1,201638,11.2,40.7,42.7,4.7,0.7
神偷奶爸2,皮埃尔·柯芬 / 克里斯·雷纳德,史蒂夫·卡瑞尔,2014,99,美国,喜剧 / 动画 / 冒险,8.0,234076,27.9,46.3,23.4,2.0,0.3
萤火虫之墓,高畑勋,辰己努,1988,89,日本,剧情 / 动画 / 战争,8.7,210455,52.1,33.8,11.3,1.6,1.1
无耻混蛋,昆汀·塔伦蒂诺,布拉德·皮特,2009,153,美国 / 德国,剧情 / 犯罪,8.4,224960,38.9,45.6,13.8,1.3,0.4
速度与激情5,林诣彬,范·迪塞尔,2011,130,美国,动作 / 犯罪,8.4,215023,38.4,44.8,15.3,1.2,0.3
钢琴家,罗曼·波兰斯基,艾德里安·布洛迪,2002,150,法国 / 德国 / 英国 / 波兰,剧情 / 传记 / 历史 / 战争,9.0,213445,58.4,34.8,6.4,0.3,0.1
霍比特人1：意外之旅,彼得·杰克逊,伊恩·麦克莱恩,2013,169,美国 / 新西兰,动作 / 奇幻 / 冒险,8.1,228528,32.6,45.2,19.5,2.2,0.6
里约大冒险,卡洛斯·沙尔丹哈,杰西·艾森伯格,2011,96,美国,喜剧 / 动画 / 冒险,8.3,221966,35.5,47.1,16.4,0.9,0.1
查理和巧克力工厂,蒂姆·波顿,约翰尼·德普,2005,115,美国 / 英国 / 澳大利亚,喜剧 / 家庭 / 奇幻 / 冒险,7.9,209694,26.0,47.0,24.5,2.2,0.3
全城热恋,夏永康 / 陈国辉,张学友,2010,93,香港 / 美国 / 中国大陆,喜剧 / 爱情,6.3,206082,4.6,23.2,56.9,13.3,2.1
加勒比海盗2：聚魂棺,戈尔·维宾斯基,约翰尼·德普,2006,151,美国,动作 / 奇幻 / 冒险,8.1,202721,28.5,49.8,20.1,1.4,0.2
教父2,弗朗西斯·福特·科波拉,阿尔·帕西诺,1974,202,美国,剧情 / 犯罪,9.1,199782,62.9,30.3,6.3,0.4,0.1
十月围城,陈德森,甄子丹,2009,139,香港 / 中国大陆,剧情 / 动作 / 历史,7.7,221519,21.5,46.4,27.9,3.5,0.8
搜索,陈凯歌,高圆圆,2012,117,中国大陆,剧情 / 悬疑,7.3,222426,16.1,42.5,34.0,6.0,1.5
爱丽丝梦游仙境,蒂姆·波顿,米娅·华希科沃斯卡,2010,108,美国,奇幻 / 冒险,7.0,217467,11.0,36.6,45.6,6.0,0.7
海底总动员,安德鲁·斯坦顿 / 李·昂克里奇,艾伯特·布鲁克斯,2003,100,美国 / 澳大利亚,喜剧 / 动画 / 家庭 / 冒险,8.2,200768,30.4,51.0,17.8,0.7,0.1
曾经,约翰·卡尼,格伦·汉塞德,2007,85,爱尔兰,剧情 / 爱情 / 音乐,8.3,203467,37.9,42.5,17.4,1.8,0.3
她,斯派克·琼斯,杰昆·菲尼克斯,2013,126,美国,剧情 / 爱情 / 科幻,8.3,228159,36.6,44.2,16.9,1.8,0.4
海角七号,魏德圣,范逸臣,2009,129,台湾,剧情 / 喜剧 / 爱情,7.5,203514,20.1,43.0,31.6,4.3,0.9
爆裂鼓手,达米恩·查泽雷,迈尔斯·特勒,2014,107,美国,剧情 / 音乐,8.6,241718,45.7,40.8,11.8,1.2,0.4
变形金刚3,迈克尔·贝,希亚·拉博夫,2011,154,美国,动作 / 科幻,7.0,213240,12.8,36.9,41.2,7.5,1.7
小鬼当家,克里斯·哥伦布,麦考利·卡尔金,1990,103,美国,喜剧,8.1,193267,26.6,52.1,20.2,0.9,0.1
唐山大地震,冯小刚,徐帆,2010,139,中国大陆 / 香港,剧情 / 历史 / 灾难,7.4,214530,16.9,45.2,32.2,4.4,1.3
11度青春之《老男孩》,肖央,肖央,2010,42,中国大陆,剧情 / 喜剧 / 短片,8.5,209087,44.8,37.4,14.8,2.2,0.8
寒战,梁乐民 / 陆剑青,郭富城,2012,103,香港 / 中国大陆,剧情 / 动作 / 犯罪,7.4,220765,12.9,48.8,34.4,3.4,0.5
艋舺,钮承泽,赵又廷,2010,140,台湾,剧情,7.7,204189,18.6,51.1,27.6,2.3,0.4
大鱼海棠,梁旋 / 张春,季冠霖,2016,105,中国大陆,剧情 / 动画 / 奇幻,6.6,245018,14.6,26.9,37.6,14.2,6.6
神探夏洛克 第一季,保罗·麦奎根 / 尤洛斯·林,本尼迪克特·康伯巴奇,,,英国,剧情 / 悬疑 / 犯罪,9.3,233638,69.8,25.2,4.5,0.4,0.1
恐怖直播,金秉祐,河正宇,2013,97,韩国,剧情 / 悬疑 / 犯罪,8.7,229507,48.3,40.7,10.1,0.7,0.2
爱在日落黄昏时,理查德·林克莱特,伊桑·霍克,2004,80,美国,剧情 / 爱情,8.7,205823,51.9,35.3,11.3,1.2,0.3
饥饿游戏,盖瑞·罗斯,詹妮弗·劳伦斯,2012,142,美国,动作 / 科幻 / 冒险,6.7,217699,9.5,33.1,44.8,10.2,2.4
魔女宅急便,宫崎骏,高山南,1989,103,日本,动画 / 奇幻 / 冒险,8.5,197351,38.4,46.9,14.1,0.5,0.1
加勒比海盗4：惊涛怪浪,罗伯·马歇尔,约翰尼·德普,2011,136,美国,动作 / 奇幻 / 冒险,7.5,208122,17.2,44.2,34.4,3.7,0.5
初恋50次,彼得·西格尔,亚当·桑德勒,2004,99,美国,喜剧 / 爱情,7.9,199162,23.3,48.6,26.2,1.7,0.2
金刚狼3：殊死一战,詹姆斯·曼高德,休·杰克曼,2017,123,美国,剧情 / 动作 / 科幻,8.3,239356,35.0,45.3,17.7,1.6,0.4
妖猫传,陈凯歌,黄轩,2017,129,中国大陆 / 日本,剧情 / 悬疑 / 奇幻 / 古装,7.0,247724,13.6,36.9,37.0,9.5,3.1
新龙门客栈,李惠民,张曼玉,2012,88,香港 / 中国大陆,剧情 / 动作 / 武侠 / 古装,8.5,185613,38.4,47.2,13.6,0.7,0.1
悲惨世界,汤姆·霍珀,休·杰克曼,2013,157,美国 / 英国,剧情 / 爱情 / 音乐,8.5,212420,44.1,39.8,14.0,1.6,0.4
夜访吸血鬼,尼尔·乔丹,布拉德·皮特,1994,123,美国,剧情 / 惊悚 / 奇幻,8.3,196832,36.5,43.8,17.9,1.6,0.3
美国队长2,安东尼·罗素 / 乔·罗素,克里斯·埃文斯,2014,136,美国,动作 / 科幻 / 冒险,7.9,220670,24.1,49.7,24.0,1.9,0.4
叶问,叶伟信,甄子丹,2008,106,香港 / 中国大陆,剧情 / 动作 / 传记 / 历史,7.5,198063,15.4,49.7,31.9,2.6,0.5
我是传奇,弗朗西斯·劳伦斯,威尔·史密斯,2007,101,美国,剧情 / 科幻 / 恐怖,7.9,197875,23.8,48.6,24.8,2.3,0.4
头脑特工队,陈凯歌,黄轩,2017,129,中国大陆 / 日本,剧情 / 悬疑 / 奇幻 / 古装,7.0,248597,13.6,36.8,37.0,9.5,3.1
九品芝麻官,王晶,周星驰,1994,108,香港,喜剧,8.2,191882,29.8,50.2,19.0,0.9,0.1
钢铁侠3,沙恩·布莱克,小罗伯特·唐尼,2013,134,美国 / 中国大陆,动作 / 科幻,7.5,214430,18.3,45.2,32.4,3.5,0.7
诺丁山,罗杰·米歇尔,朱莉娅·罗伯茨,1999,124,英国 / 美国,喜剧 / 爱情,7.9,191751,25.1,47.9,25.1,1.7,0.2
饮食男女,李安,吴倩莲,1994,124,台湾 / 美国,剧情 / 家庭,9.1,213271,59.5,34.5,5.7,0.3,0.1
辩护人,杨宇硕,宋康昊,2013,127,韩国,剧情,9.1,224164,63.3,30.9,5.4,0.3,0.1
加勒比海盗3：世界的尽头,戈尔·维宾斯基,约翰尼·德普,2007,169,美国,动作 / 奇幻 / 冒险,8.0,189681,28.2,46.9,22.6,2.0,0.3
杀死比尔,昆汀·塔伦蒂诺,乌玛·瑟曼,2003,111,美国,动作 / 惊悚 / 犯罪,8.1,198445,31.6,44.9,20.0,2.7,0.7
美国队长3,安东尼·罗素 / 乔·罗素,克里斯·埃文斯,2016,148,美国,动作 / 科幻 / 冒险,7.7,226621,23.3,43.2,28.3,3.9,1.2
长城,张艺谋,马特·达蒙,2016,104,中国大陆 / 美国,动作 / 奇幻 / 冒险,5.0,240979,5.0,12.4,33.9,24.3,24.3
谍影重重,道格·里曼,马特·达蒙,2002,119,美国 / 德国 / 捷克,动作 / 悬疑 / 惊悚,8.5,194540,40.0,44.8,14.3,0.8,0.1
山楂树之恋,张艺谋,周冬雨,2010,114,中国大陆,剧情 / 爱情,6.7,190534,9.1,30.2,47.8,10.4,2.5
食神,李力持 / 周星驰,周星驰,1996,88,香港,喜剧 / 动作,7.8,191465,21.1,49.0,27.9,1.8,0.2
复仇者联盟2：奥创纪元,乔斯·韦登,小罗伯特·唐尼,2015,142,美国,动作 / 科幻 / 奇幻 / 冒险,7.1,217971,13.8,37.3,41.1,6.5,1.3
孤儿怨,佐米·希尔拉,维拉·法米加,2009,123,美国 / 加拿大 / 德国 / 法国,悬疑 / 惊悚 / 恐怖,8.1,202802,28.0,50.4,19.4,1.7,0.4
西游伏妖篇,徐克,吴亦凡,2017,108,中国大陆 / 香港,喜剧 / 动作 / 奇幻 / 古装,5.5,235060,6.5,17.2,37.1,25.1,14.0
阿飞正传,王家卫,张国荣,1990,94,香港,剧情 / 爱情 / 犯罪,8.5,184917,40.2,45.7,13.1,0.9,0.2
人工智能,史蒂文·斯皮尔伯格,海利·乔·奥斯蒙,2001,146,美国,剧情 / 科幻 / 冒险,8.6,193157,45.5,39.0,13.8,1.4,0.3
港囧,徐峥,徐峥,2015,114,中国大陆,喜剧,5.6,219884,5.1,16.3,43.5,25.2,10.0
玩具总动员3,李·昂克里奇,汤姆·汉克斯,2010,103,美国,喜剧 / 动画 / 奇幻 / 冒险,8.8,196006,50.9,36.9,11.5,0.6,0.1
桃姐,许鞍华,叶德娴,2012,118,香港,剧情,8.3,196280,31.9,50.4,16.3,1.1,0.2
神奇女侠,派蒂·杰金斯,盖尔·加朵,2017,141,美国,动作 / 奇幻 / 冒险,7.1,229347,14.2,37.1,39.0,8.0,1.8
绣春刀,路阳,张震,2014,111,中国大陆,剧情 / 动作 / 武侠 / 古装,7.5,220114,15.9,48.0,31.3,3.8,0.9
发条橙,斯坦利·库布里克,马尔科姆·麦克道威尔,1971,136,英国 / 美国,剧情 / 科幻 / 犯罪,8.4,187368,42.0,40.8,14.7,1.8,0.7
智取威虎山,徐克,张涵予,2014,141,中国大陆 / 香港,动作 / 战争 / 冒险,7.7,216700,19.6,49.2,26.8,3.3,1.0
雏菊,刘伟强,全智贤,2006,110,韩国 / 香港,剧情 / 爱情,8.0,182284,28.6,45.5,23.5,2.1,0.3
哈利·波特与密室,克里斯·哥伦布,丹尼尔·雷德克里夫,2003,161,美国 / 英国 / 德国,奇幻 / 冒险,8.2,183982,31.6,48.1,19.1,1.1,0.1
风之谷,宫崎骏,岛本须美,1992,117,日本,科幻 / 动画 / 奇幻 / 冒险,8.8,182968,51.0,37.9,10.4,0.5,0.1
美国丽人,萨姆·门德斯,凯文·史派西,1999,122,美国,剧情 / 爱情 / 家庭,8.4,186927,39.4,44.6,14.8,1.0,0.2
公主日记,盖瑞·马歇尔,安妮·海瑟薇,2001,115,美国,喜剧 / 爱情 / 家庭,7.5,177197,14.4,46.7,36.1,2.4,0.3
谍影重重3,保罗·格林格拉斯,马特·达蒙,2007,115,美国 / 德国,动作 / 悬疑 / 惊悚,8.7,185833,48.0,40.1,11.2,0.6,0.1
煎饼侠,大鹏,大鹏,2015,113,中国大陆,喜剧,6.0,216191,7.7,22.1,41.3,19.1,9.7
爱,钮承泽,舒淇,2012,128,台湾 / 中国大陆,剧情 / 爱情,7.0,189187,10.4,37.5,43.6,7.1,1.3
菊次郎的夏天,北野武,北野武,1999,121,日本,剧情 / 喜剧,8.7,188323,49.5,38.6,10.7,1.0,0.2
大侦探福尔摩斯,盖·里奇,小罗伯特·唐尼,2010,128,美国 / 德国,动作 / 悬疑 / 惊悚 / 犯罪 / 冒险,7.5,195808,15.0,49.2,32.2,3.1,0.5
催眠大师,陈正道,徐峥,2014,104,中国大陆,剧情 / 悬疑 / 惊悚,7.6,208104,16.0,51.7,28.9,2.9,0.5
长江七号,周星驰,周星驰,2008,86,中国大陆 / 香港,喜剧 / 科幻,6.4,181853,6.6,24.0,52.8,14.0,2.6
金刚,彼得·杰克逊,娜奥米·沃茨,2006,187,新西兰 / 美国 / 德国,动作 / 奇幻 / 冒险,7.8,174769,22.0,48.2,27.4,2.1,0.3
侏罗纪世界,科林·特雷沃罗,克里斯·普拉特,2015,124,美国 / 中国大陆,动作 / 科幻 / 冒险,7.6,209506,19.2,47.8,29.6,2.9,0.5
疯狂的麦克斯4：狂暴之路,乔治·米勒,汤姆·哈迪,2015,120,澳大利亚 / 美国,动作 / 科幻 / 冒险,8.5,209930,45.9,37.8,13.6,2.0,0.8
卧虎藏龙,李安,周润发,2000,120,台湾 / 香港 / 美国 / 中国大陆,剧情 / 动作 / 爱情 / 武侠 / 古装,8.0,180332,27.8,45.2,24.5,2.2,0.4
荒野猎人,亚利桑德罗·冈萨雷斯·伊纳里图,莱昂纳多·迪卡普里奥,2016,156,美国,剧情 / 惊悚 / 冒险,7.8,211358,22.6,49.1,25.4,2.4,0.5
将爱情进行到底,张一白,李亚鹏,2011,103,中国大陆,剧情 / 爱情,6.6,178340,8.5,30.8,45.6,12.0,3.2
美国往事,赛尔乔·莱翁内,罗伯特·德尼罗,1984,229,意大利 / 美国,剧情 / 犯罪,9.1,185210,63.4,29.2,6.6,0.5,0.2
英国病人,安东尼·明格拉,拉尔夫·费因斯,1996,162,美国 / 英国,剧情 / 爱情 / 战争,8.4,175050,40.1,43.9,14.5,1.2,0.3
海豚湾,路易·西霍尤斯,John Chisholm,2009,92,美国,纪录片,9.3,190911,70.8,23.0,5.3,0.6,0.4
滚蛋吧！肿瘤君,韩延,白百何,2015,128,中国大陆,喜剧 / 爱情,7.4,208985,18.9,41.8,32.2,5.6,1.5
时空恋旅人,理查德·柯蒂斯,多姆纳尔·格里森,2013,123,英国,剧情 / 爱情 / 奇幻,8.6,204749,46.0,39.6,13.1,1.0,0.2
泰迪熊,塞思·麦克法兰,塞思·麦克法兰,2012,106,美国,喜剧,7.0,193878,11.7,36.2,43.5,7.4,1.3
悬崖上的金鱼姬,宫崎骏,奈良柚莉爱,2008,101,日本,动画 / 儿童 / 奇幻 / 冒险,8.2,180505,33.9,45.9,18.7,1.4,0.2
比利·林恩的中场战事,李安,乔·阿尔文,2016,113,美国 / 英国 / 中国大陆,剧情 / 战争,8.3,213427,37.9,44.0,16.0,1.7,0.4
霍比特人2：史矛革之战,彼得·杰克逊,伊恩·麦克莱恩,2014,161,美国 / 新西兰,动作 / 奇幻 / 冒险,8.2,197765,32.8,46.0,18.8,1.9,0.4
晚秋,金泰勇,汤唯,2012,115,韩国 / 美国 / 香港,剧情,6.9,178965,11.5,34.9,43.6,8.5,1.5
普罗米修斯,雷德利·斯科特,劳米·拉佩斯,2012,124,美国 / 英国,科幻 / 惊悚 / 冒险,7.2,195893,15.4,41.1,35.3,6.4,1.8
朱诺,贾森·雷特曼,艾伦·佩吉,2007,96,美国 / 加拿大,剧情 / 喜剧 / 爱情,7.9,177370,22.9,50.9,24.6,1.5,0.2
哈利·波特与死亡圣器(上),大卫·叶茨,丹尼尔·雷德克里夫,2010,146,英国 / 美国,剧情 / 奇幻 / 冒险,7.9,181383,25.5,45.7,25.7,2.6,0.6
怪兽大学,丹·斯坎隆,比利·克里斯托,2013,104,美国,喜剧 / 动画 / 冒险,8.0,195047,27.3,49.1,21.9,1.5,0.2
X战警：第一战,马修·沃恩,詹姆斯·麦卡沃伊,2011,132,美国 / 英国,剧情 / 动作 / 科幻,8.1,188252,27.5,53.1,18.3,1.0,0.1
穿越时空的少女,细田守,仲里依纱,2006,98,日本,剧情 / 爱情 / 科幻 / 动画,8.6,189578,45.8,40.4,12.6,0.9,0.2
变形金刚4：绝迹重生,迈克尔·贝,马克·沃尔伯格,2014,166,美国 / 中国大陆,动作 / 科幻,6.5,198217,10.3,27.7,44.3,13.6,4.1
霍比特人3：五军之战,彼得·杰克逊,马丁·弗瑞曼,2015,144,美国 / 新西兰,动作 / 奇幻 / 冒险,8.2,198362,35.4,42.4,19.7,2.1,0.5
英雄本色,吴宇森,周润发,2017,95,香港,动作 / 犯罪,8.6,170145,45.0,43.0,11.3,0.5,0.1
战争之王,安德鲁·尼科尔,尼古拉斯·凯奇,2005,122,美国 / 法国,剧情 / 犯罪,8.5,177337,41.5,45.1,12.6,0.8,0.1
十二生肖,成龙,成龙,2012,122,中国大陆 / 香港,喜剧 / 动作 / 冒险,6.6,189567,9.0,30.7,46.7,10.9,2.7
撞车,保罗·哈吉斯,桑德拉·布洛克,2004,112,美国 / 德国,剧情 / 犯罪,8.6,176807,43.5,42.6,12.6,0.9,0.3
银河护卫队2,詹姆斯·古恩,克里斯·普拉特,2017,136,美国,动作 / 科幻 / 冒险,8.0,210744,29.3,46.3,21.6,2.3,0.5
哈利·波特与阿兹卡班的囚徒,阿方索·卡隆,丹尼尔·雷德克里夫,2004,141,英国 / 美国,剧情 / 奇幻 / 冒险,8.2,171486,32.3,46.5,19.8,1.2,0.2
美食总动员,布拉德·伯德 / 简·皮克瓦,帕顿·奥斯瓦尔特,2007,111,美国,喜剧 / 动画 / 奇幻,8.2,175380,31.7,48.9,18.5,0.8,0.1
降临,丹尼斯·维伦纽瓦,艾米·亚当斯,2017,116,美国,剧情 / 科幻,7.7,207205,21.3,46.8,27.3,3.7,0.9
西雅图未眠夜,诺拉·艾芙隆,汤姆·汉克斯,1993,105,美国,剧情 / 喜剧 / 爱情,7.9,164504,24.3,49.7,24.2,1.6,0.2
蜘蛛侠,山姆·雷米,托比·马奎尔,2002,121,美国,动作 / 科幻 / 冒险,7.5,164998,14.4,47.7,35.4,2.2,0.3
蚁人,佩顿·里德,保罗·路德,2015,117,美国,动作 / 科幻 / 冒险,7.6,197932,16.1,48.9,31.8,2.7,0.4
大内密探零零发,谷德昭 / 周星驰,周星驰,1996,89,香港,剧情 / 喜剧 / 动作 / 爱情,7.6,167274,19.2,47.3,30.5,2.6,0.4
末代皇帝,贝纳尔多·贝托鲁奇,尊龙,1987,163,意大利 / 中国大陆 / 英国 / 法国,剧情 / 传记 / 历史,8.9,178158,55.4,35.8,8.1,0.5,0.1
X战警：天启,布莱恩·辛格,詹姆斯·麦卡沃伊,2016,144,美国,动作 / 科幻 / 奇幻 / 冒险,7.8,201607,23.4,45.4,27.4,3.2,0.6
杜拉拉升职记,徐静蕾,徐静蕾,2010,105,中国大陆,剧情 / 喜剧 / 爱情,5.6,177490,2.7,14.5,51.7,24.1,7.0
罗曼蒂克消亡史,程耳,葛优,2016,125,中国大陆 / 香港,剧情 / 动作 / 悬疑,7.6,205502,20.8,47.5,25.9,4.5,1.4
黑镜 第一季,Otto Bathurst / 尤洛斯·林 / Brian Welsh,罗里·金奈尔,,,英国,剧情 / 科幻 / 惊悚,9.3,209517,72.0,23.5,3.9,0.3,0.2
李米的猜想,曹保平,周迅,2008,96,中国大陆 / 香港,剧情 / 爱情 / 犯罪,7.8,170027,22.1,47.1,27.6,2.9,0.4
侧耳倾听,近藤喜文,本名阳子,1995,111,日本,剧情 / 爱情 / 动画 / 音乐,8.8,175260,51.1,37.6,10.6,0.5,0.1
解救吾先生,丁晟,刘德华,2015,106,中国大陆,剧情 / 犯罪,7.8,198771,20.1,52.5,24.8,2.2,0.4
窃听风云,麦兆辉 / 庄文强,刘青云,2009,100,香港 / 中国大陆 / 新加坡,剧情 / 动作 / 惊悚,7.4,173767,11.6,51.7,34.0,2.4,0.3
哈利·波特与火焰杯,迈克·内威尔,丹尼尔·雷德克里夫,2005,157,英国 / 美国,奇幻 / 冒险,8.1,166863,29.3,47.5,21.6,1.4,0.2
黑衣人3,巴里·索南菲尔德,威尔·史密斯,2012,103,美国,喜剧 / 动作 / 科幻,7.5,179546,15.4,47.6,33.6,3.0,0.4
疯狂的赛车,宁浩,黄渤,2009,104,中国大陆,喜剧 / 动作 / 冒险,7.9,176564,26.0,46.4,24.6,2.6,0.4
这个男人来自地球,理查德·沙因克曼,大卫·李·史密斯,2007,87,美国,剧情 / 科幻,8.5,182727,45.3,36.9,14.5,2.3,0.9
神探夏洛克 第二季,保罗·麦奎根 / 托比·海恩斯,本尼迪克特·康伯巴奇,,,英国,剧情 / 悬疑 / 犯罪,9.5,194816,78.2,18.7,2.8,0.2,0.1
